id,intercept,sample
1,-0.0188658642581424,0.708647006647567
2,2.29683072419342,0.586341684039256
3,2.27715081161959,0.505652211556067
4,0.408810020601997,0.684646571784459
5,1.54418887865998,0.687981988540261
6,-0.418262626214616,0.974475350015347
7,0.185783051376543,0.673892136064152
8,-0.379753996092207,0.831975991397758
9,0.617431791481589,0.858752498211641
10,2.21560472778145,0.462549745769264
11,2.15249769213919,0.254877256030344
12,-0.191395566157796,0.921752224894729
13,1.99258204151937,0.578353929447307
14,1.35287974201493,0.666659614879319
15,0.961856716815968,0.620926463378624
16,0.617428783362514,0.787628824106306
17,1.45050993407899,0.602697176298762
18,0.674248412385191,0.604041472464994
19,0.1559198860012,0.49721176522866
20,0.329870345911493,0.736218507899315
21,0.960041171004129,0.66430654599213
22,0.309272278739731,0.722109837566597
23,1.99825764163119,0.729602337447114
24,1.10894188874461,0.438348062306595
25,0.141405157261018,0.49188245875653
26,-0.272810033862179,0.892085302217194
27,0.074699790815337,0.72224226945818
28,0.364831667468923,0.675731099800844
29,-0.800745062179145,0.865277176615726
30,0.227345724127092,0.516789162795657
31,0.0992331579875524,0.686125766539863
32,0.391008460598677,0.483314602518153
33,-1.22480781503253,1.13681555333296
34,0.918969894954142,0.773957901894419
35,0.373741798326413,0.572307095391973
36,0.852783152274839,0.623948957313872
37,2.39794007157295,0.530922743773908
38,0.765414243894551,0.61796479449872
39,0.487655606932805,0.67567886619301
40,1.59311762382811,0.528192068649928
41,0.68886052362211,0.477912177302073
42,0.290021684527478,0.650249740817712
43,1.47802644902843,0.617899656369666
44,1.72418731741346,0.456504446897798
45,-0.0767443685708911,0.698198676013891
46,-0.0529661618746527,0.892882993094101
47,-0.0311634643905541,0.971104958580922
48,1.44829792310649,0.524778720998387
49,0.590407065666206,0.700754545558792
50,1.30922966729185,0.586032260983787
51,-0.808969139706354,0.962786956575707
52,-0.867034690742928,0.871981408677452
53,-0.438155258754845,0.671508855486544
54,2.74772681581241,0.336072983171207
55,2.62204307311348,0.324627948501194
56,-0.352675643682692,1.01631693373665
57,2.53592791076989,0.604322251547541
59,-0.30751740810615,0.734535407068131
60,0.629031683031665,0.789772680175718
61,1.71656675553136,0.470006670359532
62,-0.888610682435448,0.872611435914886
63,-0.0684755455404639,0.656492114680016
64,-0.250337243495375,0.745113506129107
65,0.525444210798363,0.704447997913028
66,-0.125871482503858,0.885890494144763
67,0.809177508345684,0.409107546183845
68,0.0112989342478702,0.90945265910114
69,1.63889571118147,0.776210494906017
70,0.657556224752676,0.617763722313317
71,0.244985298157731,0.630508191049641
72,0.707951383830683,0.433707231926609
73,-0.199099305216111,0.990189417211295
74,0.187654315942885,0.764832369453465
75,-0.591003082336848,0.938512821341136
76,-0.420066066550824,1.0300779124839
77,1.0601573032113,0.845676162214407
78,0.186800442516489,0.668830108632713
79,-0.419021069775649,0.856038644797759
80,1.26322993733013,0.490636128158503
81,0.307375184104033,0.859552887671807
82,0.0841769701293843,0.815005209476865
83,0.0573861598804709,0.706015961376334
84,1.20321845468146,0.690348249092913
85,1.04741315370942,0.591868091567292
86,-1.02113299161945,0.996705156023443
87,1.18290571319297,0.603769933397971
88,-0.122461379683601,0.948994202938754
89,-0.00377901457355494,0.922568530130369
90,-1.00502306685812,0.917477432242054
91,0.694809467423901,0.727625921556623
95,0.218199006014607,0.597333200618867
96,-0.277507549173282,0.81738602100711
97,0.12873221806664,1.04944003703487
98,0.084820276975366,0.776182536546386
99,0.162495910130477,0.730352113922654
100,-0.155897566935904,0.748455706203967
101,-0.0699956703756946,0.734205713627979
102,1.71422753425512,0.686906326917815
103,-0.110148796388125,0.631882590887414
104,-0.298357607969977,1.00276147260302
105,0.730123514244951,0.712457960236236
106,-0.593970257959342,1.37817801705054
107,0.103344025685614,0.846750243402582
108,0.0737135524958014,0.857008255719131
109,0.337042213523387,0.672610605225474
110,2.08338114281673,0.0762903914318295
111,0.0512354625809751,0.694025152074303
112,0.0179703539497143,0.902556154645802
113,0.273850518376259,0.687585237528665
114,0.279803589959446,0.409751890392946
115,-0.276516145246302,0.929640335953344
116,-0.537618398002339,0.847504994440176
117,0.703518630145843,0.640347512445013
118,0.559129832992996,0.68550733547421
119,-1.08727700785015,1.10033879577778
120,1.57817466943888,0.676567904784284
121,-0.0072267192863001,0.639803452481372
122,0.568973448403213,0.760034182443969
123,-0.184944900092009,0.908440534719748
124,0.146077888638643,0.783118656862556
125,1.24633162181082,0.824826793822748
126,0.959756179371621,0.673675830043955
127,0.452142880050755,0.733010976791254
128,0.302831954244012,0.985223762859445
129,0.813938725567316,0.700399034670037
130,1.07291263308442,0.481944577312772
131,-0.176687371549354,0.820735945207712
132,0.762119437877302,0.618509851861906
133,-0.577225304390477,0.612994872212697
134,0.909512459001721,0.457582657903864
135,1.09485032981849,0.873318900323652
136,-0.241436489228883,0.698753087502424
137,1.23849385281047,0.557523446408263
138,1.17357288983033,0.285179303965394
139,0.690243947322884,0.815711391322786
140,-0.0545355302561116,0.920396911550938
141,0.0128896619911276,0.646955333295392
142,0.0791281670705897,0.831138676578936
143,-0.188647686239509,0.717784528470328
144,0.540840255482259,0.643138081170585
145,1.70129855628837,0.528785894136879
